,0
0,100000.0
1,103509.00689999998
2,102191.99909999999
3,96210.01089999988
4,94385.95809999981
5,76711.00180000009
6,83754.98619999993
7,90761.00389999984
8,138021.04029999988
9,146320.98149999988
10,163817.05170000007
11,138517.0284999999
12,154292.04299999966
13,117164.93450000009
14,121743.05149999994
15,121413.94930000021
16,150381.93329999968
17,145855.07459999935
