,0
0,95694.9912
1,108651.98540000006
2,119500.03220000006
3,115549.00880000005
4,106576.02650000002
5,108423.9852
6,110097.05270000012
7,104232.98230000003
8,113157.00190000003
9,139391.92800000007
10,117805.929
11,118088.01659999997
12,99882.91870000004
13,121779.92279999983
