"Date","Open","High","Low","Close","Volume"
"2016-02-23",16.065,16.557,15.544,16.055,366068
"2016-02-22",16.321,16.35,15.829,16.232,326502
"2016-02-19",16.232,16.872,15.898,16.124,377237
"2016-02-18",16.498,17.511,16.38,16.429,442628
"2016-02-17",16.724,17.295,16.055,16.734,512614
"2016-02-16",14.422,15.868,14.029,15.868,285605
"2016-02-05",13.114,13.114,13.025,13.114,108538
"2016-02-04",11.923,11.923,11.923,11.923,17400
"2016-02-03",9.759,10.841,9.7,10.841,127902
"2016-02-02",9.434,10.113,9.326,9.857,71745
"2016-02-01",9.621,9.936,9.208,9.425,61079
"2016-01-29",9.228,9.907,9.218,9.7,96149
"2016-01-28",8.923,9.808,8.746,9.208,83803
"2016-01-27",9.444,9.641,8.49,9.021,71810
"2016-01-26",10.32,10.369,9.434,9.434,65994
"2016-01-25",10.487,10.684,10.33,10.487,43005
"2016-01-22",10.31,10.418,9.926,10.408,63747
"2016-01-21",10.093,10.841,9.316,10.152,105937
"2016-01-20",10.31,10.674,10.202,10.349,54862
"2016-01-19",9.907,10.497,9.857,10.418,65112
"2016-01-15",9.867,10.231,9.415,9.67,58626
"2016-01-14",9.543,9.966,9.1,9.907,55454
"2016-01-13",10.33,10.428,9.592,9.592,50826
"2016-01-12",10.034,10.369,9.838,10.192,44812
"2016-01-11",11.018,11.166,10.271,10.271,61898
"2016-01-08",11.559,11.904,10.576,11.412,79412
"2016-01-07",12.297,12.336,11.333,11.333,15008
"2016-01-06",12.346,12.661,12.238,12.592,57797
"2016-01-05",12.199,12.946,11.569,12.317,85263
"2016-01-04",14.294,14.353,12.858,12.858,59154
"2015-12-31",14.324,14.491,13.989,14.284,56786
"2015-12-30",14.235,14.304,14.019,14.255,52267
"2015-12-29",14.078,14.294,13.891,14.206,56516
"2015-12-28",15.002,15.14,14.048,14.088,104635
"2015-12-24",15.376,15.376,14.56,14.747,104810
"2015-12-23",15.012,16.006,14.914,15.376,216623
"2015-12-22",14.619,15.76,14.511,15.209,208948
"2015-12-21",14.53,14.924,14.294,14.619,84293
"2015-12-18",14.658,15.101,14.52,14.717,100605
"2015-12-17",14.363,14.953,14.363,14.707,117110
"2015-12-16",14.215,14.452,14.068,14.353,47592
"2015-12-15",14.147,14.452,14.078,14.156,41450
"2015-12-14",13.674,14.147,13.576,14.107,39975
"2015-12-11",14.176,14.176,13.763,13.851,38965
"2015-12-10",14.265,14.412,13.979,14.009,62777
"2015-12-09",14.363,14.688,14.088,14.314,69022
"2015-12-08",15.298,15.406,14.471,14.52,155693
"2015-12-07",14.835,16.006,14.609,15.534,187875
"2015-12-04",14.245,15.239,14.078,14.757,154396
"2015-12-03",14.068,14.383,13.96,14.225,69629
"2015-12-02",14.461,14.461,13.586,14.058,113895
"2015-12-01",13.743,15.16,13.596,14.609,155553
"2015-11-30",14.215,14.461,12.887,13.783,122251
"2015-11-27",15.052,15.898,13.969,14.215,169267
"2015-11-25",14.57,15.209,14.56,15.032,122248
"2015-11-24",14.648,14.835,14.176,14.638,85487
"2015-11-23",14.855,15.396,14.658,14.766,112925
"2015-11-20",14.835,14.934,14.638,14.806,96379
"2015-11-19",14.658,14.894,14.363,14.816,94632
"2015-11-18",14.845,15.298,14.461,14.609,117516
"2015-11-17",15.347,15.504,14.727,14.766,118875
"2015-11-16",14.363,15.199,14.196,15.15,94711
"2015-11-13",14.855,15.101,14.648,14.707,112086
"2015-11-12",15.563,16.222,14.953,15.18,225199
"2015-11-11",14.875,16.242,14.835,15.74,269285
"2015-11-10",14.904,15.593,14.52,15.101,238094
"2015-11-09",14.619,15.347,14.619,14.875,248137
"2015-11-06",14.619,15.967,14.54,15.337,321833
"2015-11-05",13.969,15.337,13.655,14.904,277578
"2015-11-04",13.163,14.265,13.163,14.166,221031
"2015-11-03",13.773,13.92,12.976,13.084,170731
"2015-11-02",13.773,14.56,13.369,13.645,331183
"2015-10-30",15.494,15.494,14.638,14.855,589022
"2015-10-29",12.848,14.088,12.848,14.088,180429
"2015-10-28",12.386,13.34,12.386,12.809,204074
"2015-10-27",12.435,12.769,11.717,12.671,195815
"2015-10-26",13.684,13.763,12.543,12.838,364518
"2015-10-23",11.687,12.759,11.687,12.759,136863
"2015-10-22",11.048,11.756,10.999,11.599,185483
"2015-10-21",12.189,12.73,11.048,11.048,214044
"2015-10-20",12.297,12.327,11.805,12.277,171173
"2015-10-19",12.248,12.838,12.1,12.425,240794
"2015-10-16",11.608,12.346,11.363,12.346,259439
"2015-10-15",11.117,11.49,11.097,11.461,102497
"2015-10-14",11.559,11.766,11.117,11.195,126465
"2015-10-13",11.215,12.002,11.126,11.687,150743
"2015-10-12",10.949,11.49,10.949,11.372,139914
"2015-10-09",10.821,11.067,10.566,10.851,102333
"2015-10-08",10.438,10.9,10.33,10.762,99650
"2015-09-30",10.221,10.349,9.897,10.103,51399
"2015-09-29",10.379,10.457,10.084,10.123,76787
"2015-09-28",10.526,10.674,10.015,10.674,97250
"2015-09-25",11.008,11.412,10.251,10.408,170590
"2015-09-24",11.795,12.484,11.215,11.343,241178
"2015-09-23",10.674,11.608,10.625,11.412,224888
"2015-09-22",11.274,11.441,10.92,10.999,170902
"2015-09-21",10.88,11.569,10.723,11.402,231074
"2015-09-18",10.821,11.569,10.723,11.313,316817
"2015-09-17",10.33,11.422,10.192,10.654,370269
"2015-09-16",9.208,10.379,9.208,10.379,197861
"2015-09-15",9.907,10.084,9.434,9.434,159723
"2015-09-14",10.497,11.323,10.192,10.487,327812
"2015-09-11",9.887,10.566,9.543,10.29,142045
"2015-09-10",9.769,10.28,9.592,9.956,137159
"2015-09-09",9.434,10.074,9.385,9.877,172859
"2015-09-08",8.578,9.533,8.46,9.425,96908
"2015-09-02",8.293,9.523,8.195,8.441,162449
"2015-09-01",9.798,10.271,9.051,9.1,175047
"2015-08-31",10.389,10.802,9.621,10.025,254088
"2015-08-28",9.257,10.064,9.149,10.064,222755
"2015-08-27",8.913,9.297,8.155,9.149,182667
"2015-08-26",9.798,10.192,8.883,8.883,220612
"2015-08-25",9.867,9.887,9.867,9.867,56798
"2015-08-24",11.018,11.431,10.959,10.959,91820
"2015-08-21",13.114,13.232,12.179,12.179,148044
"2015-08-20",14.117,14.55,13.242,13.537,139570
"2015-08-19",13.773,14.737,12.946,14.373,231836
"2015-08-18",15.858,17.196,14.383,14.383,279427
"2015-08-17",15.445,16.311,14.766,15.976,225857
"2015-08-14",15.101,16.104,15.101,15.74,271462
"2015-08-13",14.757,15.917,14.265,15.229,366646
"2015-08-12",15.947,17.314,15.848,15.848,414664
"2015-08-11",15.927,17.019,15.721,16.429,329085
"2015-08-10",15.789,16.517,15.603,16.262,316844
"2015-08-07",16.085,16.085,15.445,15.937,152222
"2015-08-06",16.045,16.331,15.347,16.124,122708
"2015-08-05",16.734,16.813,15.75,16.695,237696
"2015-08-04",16.232,17.019,14.776,16.96,286088
"2015-08-03",16.134,16.616,14.599,15.967,306476
"2015-07-31",14.166,15.839,14.029,15.839,262875
"2015-07-30",13.114,14.402,12.986,14.402,276045
"2015-07-29",12.671,13.458,11.845,13.094,197576
"2015-07-28",11.038,12.671,10.713,12.297,212901
"2015-07-27",11.343,12.159,11.077,11.884,247728
"2015-07-24",12.022,12.199,11.608,11.963,202642
"2015-07-23",11.658,12.12,11.51,11.992,200676
"2015-07-22",10.821,11.894,10.723,11.776,222824
"2015-07-21",10.428,11.294,9.985,10.949,156417
"2015-07-20",10.369,10.723,9.936,10.576,142301
"2015-07-17",9.592,10.29,9.543,10.133,119136
"2015-07-16",8.706,10.33,8.657,9.523,133570
"2015-07-15",10.182,10.438,9.552,9.552,136999
"2015-07-14",10.477,11.333,9.985,10.615,279578
"2015-07-13",9.867,10.359,9.828,10.359,224599
"2015-07-10",8.962,9.415,8.578,9.415,137496
"2015-07-09",7.004,8.559,7.004,8.559,238937
"2015-07-08",7.782,7.782,7.782,7.782,20762
"2015-07-07",8.716,8.765,8.647,8.647,81119
"2015-07-06",11.687,11.687,9.611,9.611,157835
"2015-07-02",13.182,13.182,11.874,11.874,97730
"2015-07-01",14.176,14.855,13.192,13.192,110611
"2015-06-30",13.478,14.697,12.592,14.658,159155
"2015-06-29",16.094,16.134,13.989,13.989,136373
"2015-06-26",16.754,17.196,15.544,15.544,97712
"2015-06-25",17.757,18.328,16.744,17.275,100998
"2015-06-24",17.432,18.337,17.314,17.875,116164
"2015-06-23",17.727,18.259,16.616,17.344,135488
"2015-06-19",19.744,20.167,18.465,18.465,160565
"2015-06-18",19.616,21.574,19.282,20.512,254358
"2015-06-17",19.282,20.039,18.249,19.656,125246
"2015-06-16",19.361,19.97,18.249,19.292,134457
"2015-06-15",19.115,20.689,19.115,19.626,178400
"2015-06-12",19.006,19.557,19.006,19.115,137644
"2015-06-11",19.183,19.183,18.574,19.006,128513
"2015-06-10",19.311,19.665,18.642,19.203,129365
"2015-06-09",20.541,20.541,18.987,19.311,189375
"2015-06-08",19.371,20.637,18.778,20.335,286827
"2015-06-05",18.349,19.663,18.048,19.44,227939
"2015-06-04",18.933,18.933,17.084,17.95,173281
"2015-06-03",20.101,20.754,18.748,18.982,267013
"2015-06-02",18.486,20.306,18.369,20.15,270257
"2015-06-01",18.009,19.079,17.522,18.846,325461
"2015-05-29",16.724,18.203,15.77,17.522,328514
"2015-05-28",16.432,18.301,15.4,17.376,546113
"2015-05-27",15.77,17.103,15.38,16.636,357581
"2015-05-26",16.363,16.412,15.497,16.062,408209
"2015-05-22",14.796,15.439,14.602,14.699,277923
"2015-05-21",14.027,14.456,14.018,14.456,193729
"2015-05-20",13.365,14.261,13.287,14.027,210456
"2015-05-19",12.888,13.356,12.849,13.346,94440
"2015-05-18",12.655,13.025,12.372,12.888,63310
"2015-05-15",13.336,13.336,12.742,12.742,82370
"2015-05-14",13.541,13.618,13.336,13.395,100860
"2015-05-13",13.258,13.696,13.034,13.696,134399
"2015-05-12",13.579,13.579,12.976,13.326,87737
"2015-05-11",13.287,13.55,13.161,13.424,108218
"2015-05-08",12.431,13.034,12.372,13.005,90521
"2015-05-07",12.421,12.742,11.973,12.314,71597
"2015-05-06",13.122,13.317,12.45,12.606,72928
"2015-05-05",13.813,13.813,12.869,13.073,99794
"2015-05-04",14.018,14.115,13.755,13.862,104573
"2015-04-30",14.018,14.543,13.735,14.241,153368
"2015-04-29",13.648,14.164,13.287,14.018,128171
"2015-04-28",14.261,14.261,13.696,13.755,119866
"2015-04-27",14.368,14.592,14.115,14.261,133814
"2015-04-24",14.504,14.504,13.901,14.232,174575
"2015-04-23",15.215,15.215,14.572,14.689,190206
"2015-04-22",14.748,15.556,14.709,15.205,202516
"2015-04-21",14.31,14.962,14.261,14.748,129358
"2015-04-20",14.602,15.166,14.358,14.524,214789
"2015-04-17",14.699,14.913,14.504,14.679,164728
"2015-04-16",14.183,14.796,13.979,14.777,149988
"2015-04-15",14.874,14.884,14.319,14.368,190153
"2015-04-14",15.867,15.867,15.001,15.088,285638
"2015-04-13",15.76,16.743,15.38,16.052,385503
"2015-04-10",14.426,15.312,14.173,15.312,434314
"2015-04-09",12.81,13.92,12.655,13.92,354499
"2015-04-08",12.421,13.239,12.168,12.655,290393
"2015-04-07",11.788,12.509,11.71,12.285,280232
"2015-04-02",11.613,11.681,11.341,11.623,175561
"2015-04-01",11.409,11.71,11.302,11.681,208003
"2015-03-31",12.265,12.46,11.603,11.691,246025
"2015-03-30",11.633,12.752,11.243,12.032,303021
"2015-03-27",10.854,11.681,10.786,11.681,273770.99
"2015-03-26",10.659,10.961,10.542,10.62,147255
"2015-03-25",10.63,10.698,10.387,10.533,108941
"2015-03-24",10.795,10.805,10.241,10.523,139771
"2015-03-23",10.698,11.049,10.562,10.864,131827
"2015-03-20",10.367,10.805,10.328,10.64,160915
"2015-03-19",10.318,10.406,10.124,10.406,117146
"2015-03-18",10.289,10.474,10.143,10.377,127165
"2015-03-17",9.958,10.484,9.958,10.338,170568
"2015-03-16",10.026,10.114,9.871,10.007,99460
"2015-03-13",9.725,9.949,9.637,9.744,103455
"2015-03-12",9.832,9.978,9.569,9.754,112718
"2015-03-11",9.52,9.919,9.481,9.841,132004
"2015-03-10",9.423,9.686,9.364,9.549,80317
"2015-03-09",9.423,9.53,9.189,9.462,93082
"2015-03-06",9.296,9.783,9.248,9.54,181747
"2015-03-05",9.111,9.296,9.072,9.267,95977
"2015-03-04",8.985,9.131,8.965,9.121,46394
"2015-03-03",9.228,9.228,8.936,8.975,75541
"2015-03-02",9.296,9.316,9.141,9.248,65500
"2015-02-27",9.16,9.189,9.072,9.131,36546
"2015-02-26",9.014,9.111,8.975,9.102,29114
"2015-02-25",9.121,9.121,8.965,8.995,21133
"2015-02-17",9.004,9.121,8.985,9.092,35767
"2015-02-13",8.761,8.936,8.751,8.888,44181
"2015-02-12",8.615,8.761,8.576,8.722,28853
"2015-02-11",8.722,8.722,8.391,8.586,38755
"2015-02-10",8.654,8.78,8.576,8.683,20508
"2015-02-09",8.566,8.644,8.498,8.625,19982
"2015-02-06",8.849,8.868,8.449,8.566,30977
"2015-02-05",9.326,9.335,8.868,8.868,44416
"2015-02-04",9.15,9.277,9.072,9.121,36773
"2015-02-03",9.004,9.141,8.956,9.111,38272
"2015-02-02",8.975,9.15,8.946,8.985,34754
"2015-01-30",9.16,9.267,8.965,9.053,40729
"2015-01-29",9.16,9.257,9.072,9.189,32909
"2015-01-28",9.287,9.374,9.16,9.257,48917
"2015-01-27",9.218,9.403,9.072,9.248,76636
"2015-01-26",8.926,9.695,8.819,9.403,104832
"2015-01-23",8.936,8.975,8.819,8.936,57603
"2015-01-22",8.673,8.907,8.673,8.907,63840
"2015-01-21",8.479,8.81,8.43,8.741,66248
"2015-01-20",8.352,8.488,8.245,8.469,52900
"2015-01-16",8.936,8.965,8.78,8.917,46816
"2015-01-15",8.79,8.926,8.771,8.926,34943
"2015-01-14",8.995,9.034,8.732,8.78,40851
"2015-01-13",8.761,9.092,8.751,8.975,44737
"2015-01-12",9.053,9.053,8.761,8.829,57194
"2015-01-09",9.345,9.442,9.199,9.199,62073
"2015-01-08",9.598,9.695,9.355,9.384,66031
"2015-01-07",9.433,9.734,9.423,9.627,97934
"2015-01-06",9.637,9.666,9.335,9.491,120052
"2015-01-05",9.841,10.163,9.637,9.832,199888
"2014-12-31",9.364,9.715,9.209,9.715,136360
"2014-12-30",9.433,9.725,9.15,9.52,116839
"2014-12-29",9.238,9.734,9.111,9.423,123412
"2014-12-26",9.053,9.228,9.014,9.228,62179
"2014-12-24",9.043,9.063,8.829,8.995,47052
"2014-12-23",8.888,9.189,8.771,8.946,61746
"2014-12-22",9.462,9.462,8.888,8.926,111909
"2014-12-19",9.783,9.9,9.316,9.608,103987
"2014-12-18",10.221,10.357,9.754,9.851,149869
"2014-12-17",10.163,10.503,10.026,10.367,200557
"2014-12-16",9.812,10.387,9.618,10.348,216419
"2014-12-15",10.026,10.133,9.657,9.803,156262
"2014-12-12",9.88,9.978,9.52,9.676,126016
"2014-12-11",9.394,10.007,9.345,9.832,197941
"2014-12-10",9.16,9.54,8.956,9.491,154112
"2014-12-09",9.452,10.221,9.15,9.296,250617
"2014-12-08",9.141,9.588,9.053,9.559,198285
"2014-12-05",9.549,9.588,8.741,9.141,170435
"2014-12-04",9.394,9.53,9.296,9.491,172143
"2014-12-03",9.18,9.608,9.082,9.267,166874
"2014-12-02",9.014,9.199,9.014,9.17,69317
"2014-12-01",9.442,9.491,8.956,9.072,140733
"2014-11-28",9.287,9.569,9.18,9.52,156420
"2014-11-26",9.462,9.559,9.189,9.355,109042
"2014-11-25",9.355,9.686,9.355,9.52,103221
"2014-11-24",9.734,9.929,9.306,9.423,191358
"2014-11-21",9.034,9.481,8.965,9.267,127943
"2014-11-20",8.995,9.218,8.868,9.111,93142
"2014-11-19",9.374,9.374,9.004,9.043,130450
"2014-11-18",8.926,9.549,8.81,9.384,200095
"2014-11-17",8.664,8.917,8.411,8.907,102552
"2014-11-14",8.741,8.858,8.488,8.595,125882
"2014-11-13",8.352,8.975,8.313,8.878,207800
"2014-11-12",8.148,8.44,8.06,8.352,73299
"2014-11-11",8.605,8.654,8.07,8.157,106368
"2014-11-10",8.449,8.586,8.44,8.557,63823
"2014-11-07",8.703,8.751,8.469,8.508,111040
"2014-11-06",8.479,8.732,8.42,8.673,108761
"2014-11-05",8.469,8.907,8.381,8.557,178767
"2014-11-04",8.518,8.615,8.401,8.518,144535
"2014-11-03",8.469,8.693,8.381,8.644,279821
"2014-10-31",8.021,8.576,8.002,8.576,386658
"2014-10-30",7.856,7.895,7.768,7.797,51564
"2014-10-29",7.7,7.924,7.671,7.856,56387
"2014-10-28",7.554,7.71,7.515,7.7,37454
"2014-10-27",7.544,7.573,7.447,7.486,24783
"2014-10-24",7.515,7.612,7.437,7.544,25475
"2014-10-23",7.612,7.68,7.515,7.525,34601
"2014-10-22",7.651,7.719,7.544,7.573,36306
"2014-10-21",7.651,7.817,7.622,7.68,46810
"2014-10-20",7.622,7.719,7.612,7.71,33334
"2014-10-17",7.797,7.797,7.418,7.671,58138
"2014-10-16",7.982,8.06,7.788,7.797,55060
"2014-10-15",8.177,8.265,7.982,8.05,61993
"2014-10-14",8.06,8.245,8.041,8.177,89118
"2014-10-13",8.07,8.138,8.002,8.06,51472
"2014-10-10",8.089,8.109,7.963,8.099,68629
"2014-10-09",8.118,8.167,8.002,8.128,79348
"2014-10-08",8.167,8.245,8.031,8.08,70405
"2014-09-30",7.982,8.08,7.895,8.041,63983
"2014-09-29",7.865,7.972,7.865,7.934,64109
"2014-09-26",7.836,7.924,7.807,7.865,39132
"2014-09-25",7.914,7.953,7.826,7.836,65956
"2014-09-24",7.797,7.934,7.758,7.924,66681
"2014-09-23",7.739,7.856,7.729,7.836,48468
"2014-09-22",7.797,7.865,7.661,7.758,51395
"2014-09-19",7.788,7.846,7.739,7.817,38762
"2014-09-18",7.788,7.895,7.69,7.788,50377
"2014-09-17",7.71,8.128,7.612,7.875,96142
"2014-09-16",7.992,8.128,7.651,7.69,104290
"2014-09-15",7.846,8.06,7.836,8.021,75942
"2014-09-12",7.797,7.924,7.768,7.875,50953
"2014-09-11",7.797,7.934,7.778,7.817,62959
"2014-09-10",7.807,7.826,7.739,7.826,42070
"2014-09-09",7.788,7.836,7.69,7.817,46501
"2014-09-05",7.846,7.846,7.749,7.778,45114
"2014-09-04",7.729,7.875,7.7,7.826,68060
"2014-09-03",7.797,7.817,7.71,7.739,57349
"2014-09-02",7.719,7.826,7.671,7.768,46530
"2014-08-29",7.573,7.719,7.554,7.651,37807
"2014-08-28",7.963,7.982,7.525,7.583,91163
"2014-08-27",7.972,8.099,7.856,7.953,124437
"2014-08-26",7.836,8.226,7.797,7.963,180374
"2014-08-25",7.739,8.041,7.554,7.914,234655
"2014-08-22",7.525,7.68,7.515,7.642,49070
"2014-08-21",7.7,7.7,7.457,7.515,62760
"2014-08-20",7.69,7.875,7.603,7.69,83113
"2014-08-19",7.768,8.274,7.564,7.651,194676
"2014-08-18",7.34,8.06,7.281,7.768,205111
"2014-08-15",7.213,7.437,7.174,7.34,90765
"2014-08-14",7.106,7.311,7.038,7.281,140384
"2014-08-13",6.97,7.126,6.892,7.126,83549
"2014-08-12",6.97,6.98,6.902,6.96,30745
"2014-08-11",6.814,6.97,6.814,6.96,42819
"2014-08-08",6.775,6.834,6.775,6.824,27483
"2014-08-07",6.921,6.931,6.775,6.785,38238
"2014-08-06",6.931,6.989,6.902,6.911,50474
"2014-08-05",6.843,6.931,6.843,6.931,47069
"2014-08-04",6.756,6.863,6.707,6.863,47063
"2014-08-01",6.882,6.921,6.765,6.765,51291
"2014-07-31",6.902,6.95,6.872,6.931,49323
"2014-07-30",6.882,6.902,6.834,6.882,38058
"2014-07-29",6.911,6.931,6.843,6.902,53077
"2014-07-28",6.765,6.921,6.736,6.882,70311
"2014-07-25",6.785,6.785,6.658,6.756,41689
"2014-07-24",6.668,6.853,6.658,6.756,66374
"2014-07-23",6.688,6.795,6.629,6.668,42802
"2014-07-22",6.619,6.736,6.59,6.697,31543
"2014-07-21",6.668,6.688,6.6,6.61,24223
"2014-07-18",6.61,6.775,6.58,6.707,35602
"2014-07-17",6.668,6.668,6.561,6.619,10660
"2014-07-16",6.678,6.678,6.629,6.658,15350
"2014-07-15",6.678,6.688,6.59,6.668,15757
"2014-07-14",6.522,6.678,6.522,6.649,27861
"2014-07-11",6.493,6.551,6.464,6.522,14461
"2014-07-10",6.444,6.561,6.425,6.493,14497
"2014-07-09",6.571,6.571,6.444,6.444,17472
"2014-07-08",6.58,6.619,6.493,6.59,15189
"2014-07-07",6.59,6.658,6.571,6.61,16330
"2014-07-03",6.561,6.668,6.512,6.629,33042
"2014-07-02",6.561,6.561,6.483,6.561,14126
"2014-07-01",6.522,6.58,6.503,6.571,11932
"2014-06-30",6.522,6.619,6.473,6.532,17797
"2014-06-27",6.571,6.61,6.483,6.522,23382
"2014-06-26",6.318,6.473,6.318,6.464,12364
"2014-06-25",6.386,6.405,6.298,6.337,8547
"2014-06-24",6.376,6.386,6.337,6.386,5719
"2014-06-23",6.318,6.376,6.308,6.318,7961
"2014-06-20",6.327,6.357,6.211,6.318,13164
"2014-06-19",6.435,6.492,6.164,6.22,16853
"2014-06-18",6.482,6.492,6.379,6.426,11865
"2014-06-17",6.538,6.557,6.464,6.492,18111
"2014-06-16",6.482,6.754,6.464,6.595,33959
"2014-06-13",6.454,6.482,6.417,6.473,13266
"2014-06-12",6.464,6.464,6.389,6.426,9686
"2014-06-11",6.426,6.473,6.389,6.464,9175
"2014-06-10",6.389,6.454,6.342,6.435,14379
"2014-06-09",6.389,6.426,6.304,6.398,10964
"2014-06-06",6.389,6.417,6.314,6.342,7484
"2014-06-05",6.304,6.407,6.267,6.407,11977
"2014-06-04",6.398,6.445,6.267,6.314,10581
"2014-06-03",6.445,6.501,6.417,6.417,10975
"2014-05-30",6.407,6.473,6.36,6.454,10186
"2014-05-29",6.557,6.567,6.379,6.407,17797
"2014-05-28",6.464,6.595,6.417,6.567,29640
"2014-05-27",6.464,6.501,6.379,6.464,16042
"2014-05-23",6.276,6.454,6.267,6.417,30871
"2014-05-22",6.248,6.323,6.211,6.267,16520
"2014-05-21",6.164,6.267,6.145,6.248,10871
"2014-05-20",6.201,6.257,6.164,6.183,9300
"2014-05-19",6.257,6.257,6.126,6.173,9720
"2014-05-16",6.211,6.286,6.192,6.248,9905
"2014-05-15",6.379,6.379,6.229,6.239,15330
"2014-05-14",6.492,6.538,6.389,6.398,21960
"2014-05-13",6.37,6.435,6.351,6.398,17917
"2014-05-12",6.276,6.398,6.201,6.398,23584
"2014-05-09",6.286,6.314,6.183,6.211,16262
"2014-05-08",6.248,6.389,6.22,6.295,17376
"2014-05-07",6.417,6.417,6.257,6.257,17872
"2014-05-06",6.379,6.454,6.36,6.435,21075
"2014-05-05",6.407,6.435,6.323,6.379,18115
"2014-04-30",6.435,6.454,6.342,6.398,17249
"2014-04-29",6.276,6.407,6.276,6.389,16023
"2014-04-28",6.501,6.501,6.323,6.332,27665
"2014-04-25",6.707,6.782,6.51,6.529,30391
"2014-04-24",6.707,6.876,6.632,6.735,38663
"2014-04-23",6.773,6.904,6.679,6.707,28734
"2014-04-22",6.698,6.782,6.613,6.782,31478
"2014-04-21",6.866,6.941,6.688,6.698,29225
"2014-04-17",7.026,7.026,6.866,6.866,41402
"2014-04-16",6.951,7.063,6.941,6.997,28870
"2014-04-15",7.082,7.082,6.941,6.979,40673
"2014-04-14",7.101,7.11,6.913,7.091,44006
"2014-04-11",7.157,7.157,7.063,7.072,43746
"2014-04-10",7.213,7.26,7.147,7.194,69377
"2014-04-09",7.241,7.26,7.119,7.194,54350
"2014-04-08",7.175,7.307,7.119,7.25,51277
"2014-04-04",7.072,7.25,7.026,7.241,55659
"2014-04-03",7.466,7.475,7.072,7.119,93875
"2014-04-02",7.269,7.681,7.129,7.55,149691
"2014-04-01",7.166,7.316,7.016,7.26,108743
"2014-03-31",7.728,7.728,7.11,7.41,108362
"2014-03-28",7.475,8.14,7.4,7.709,239702
"2014-03-27",7.016,7.784,7.016,7.494,227700
"2014-03-26",7.213,7.213,7.026,7.072,61392
"2014-03-25",7.054,7.297,6.997,7.232,115749
"2014-03-24",6.838,7.232,6.763,7.119,122173
"2014-03-21",6.464,7.007,6.379,6.857,116042
"2014-03-20",6.417,6.576,6.407,6.417,30763
"2014-03-19",6.417,6.426,6.276,6.426,18582
"2014-03-18",6.492,6.538,6.417,6.435,18794
"2014-03-17",6.398,6.548,6.398,6.52,15960
"2014-03-14",6.529,6.595,6.417,6.473,18830
"2014-03-13",6.492,6.642,6.464,6.538,24612
"2014-03-12",6.407,6.613,6.389,6.464,26341
"2014-03-11",6.276,6.52,6.239,6.454,19300
"2014-03-10",6.464,6.464,6.267,6.276,21006
"2014-03-07",6.66,6.688,6.482,6.492,32759
"2014-03-06",6.464,6.81,6.342,6.716,51221
"2014-03-05",6.492,6.52,6.435,6.464,15919
"2014-03-04",6.51,6.52,6.417,6.473,22934
"2014-03-03",6.351,6.623,6.323,6.52,32945
"2014-02-28",6.37,6.464,6.286,6.407,32345
"2014-02-27",6.332,6.407,6.201,6.211,20718
"2014-02-26",6.351,6.36,6.164,6.332,19952
"2014-02-25",6.407,6.464,6.314,6.332,34100
"2014-02-24",6.651,6.651,6.314,6.407,34944
"2014-02-21",6.829,6.829,6.595,6.67,36127
"2014-02-20",6.904,6.96,6.838,6.838,37575
"2014-02-19",6.885,6.979,6.848,6.904,36621
"2014-02-18",6.969,6.969,6.838,6.876,29259
"2014-02-14",6.876,6.951,6.848,6.941,22542
"2014-02-13",6.96,6.969,6.848,6.848,24828
"2014-02-12",6.951,7.016,6.876,7.007,34754
"2014-02-11",6.913,6.969,6.857,6.932,32022
"2014-02-10",6.763,6.932,6.754,6.913,27303
"2014-02-07",6.707,6.773,6.632,6.754,13054
"2014-01-30",6.716,6.791,6.707,6.735,8474
"2014-01-29",6.819,6.857,6.707,6.763,13019
"2014-01-28",6.857,6.932,6.754,6.782,13349
"2014-01-27",6.801,6.866,6.698,6.866,18818
"2014-01-24",6.735,6.969,6.688,6.829,28363
"2014-01-23",6.745,6.801,6.679,6.707,18255
"2014-01-22",6.473,6.819,6.473,6.782,40107
"2014-01-21",6.304,6.464,6.304,6.454,10245
"2014-01-17",6.585,6.585,6.417,6.454,12195
"2014-01-16",6.557,6.642,6.557,6.585,10833
"2014-01-15",6.52,6.613,6.482,6.557,12335
"2014-01-14",6.417,6.538,6.389,6.538,13117
"2014-01-13",6.417,6.482,6.342,6.407,13195
"2014-01-10",6.642,6.688,6.407,6.435,17334
"2014-01-09",6.782,6.81,6.651,6.67,18717
"2014-01-08",6.894,6.96,6.726,6.754,20900
"2014-01-07",6.848,6.96,6.819,6.904,14499
"2014-01-06",7.091,7.147,6.885,6.894,19040
"2014-01-03",7.316,7.316,7.101,7.157,23142
"2014-01-02",7.26,7.353,7.232,7.325,13129
"2013-12-31",7.241,7.335,7.204,7.316,17717
"2013-12-30",7.278,7.297,7.213,7.241,14342
"2013-12-27",7.072,7.278,7.072,7.241,15716
"2013-12-26",7.288,7.307,7.147,7.147,21386
"2013-12-24",7.307,7.419,7.204,7.25,23565
"2013-12-23",7.222,7.25,7.044,7.147,14316
"2013-12-20",7.316,7.382,7.157,7.175,22679
"2013-12-19",7.475,7.55,7.297,7.325,22604
"2013-12-18",7.428,7.569,7.428,7.475,20330
"2013-12-17",7.531,7.55,7.419,7.438,23193
"2013-12-16",7.737,7.766,7.513,7.513,42485
"2013-12-13",7.803,7.953,7.7,7.766,64552
"2013-12-12",7.644,8.047,7.503,7.915,128866
"2013-12-11",7.747,7.831,7.597,7.644,63034
