Date,Open,High,Low,Close,Adj Close,Volume
2014-10-09,74.800003,74.949997,73.160004,73.190002,67.46485899999999,1972800
2014-10-10,73.25,73.82,72.650002,72.660004,66.976318,2395900
2014-10-13,72.82,73.120003,71.93,71.949997,66.321846,2058700
2014-10-14,72.559998,72.980003,72.25,72.639999,66.95787,2088100
2014-10-15,72.0,72.339996,70.5,71.779999,66.165154,2482900
2014-10-16,70.790001,72.150002,70.690002,71.629997,66.026886,2179300
2014-10-17,72.510002,72.980003,71.510002,72.68,66.994743,1700400
2014-10-20,72.540001,73.389999,72.349998,73.349998,67.612335,2125400
2014-10-21,73.629997,74.889999,73.25,74.809998,68.958122,1565300
2014-10-22,75.010002,75.18,74.559998,74.610001,68.773781,1416100
2014-10-23,75.75,76.199997,75.220001,75.440002,69.538864,1462300
2014-10-24,75.779999,76.25,75.470001,76.199997,70.239403,1131800
2014-10-27,76.25,76.599998,75.949997,76.470001,70.488281,1103400
2014-10-28,76.940002,77.32,76.220001,77.260002,71.216492,2314800
2014-10-29,77.089996,78.099998,76.93,77.91999799999999,71.824875,1357100
2014-10-30,77.889999,79.389999,77.300003,78.949997,72.774284,2113800
2014-10-31,80.610001,81.989998,79.860001,81.779999,75.382927,3712300
2014-11-03,81.5,82.470001,81.480003,81.739998,75.34605400000001,2707500
2014-11-04,82.349998,83.360001,82.0,83.150002,76.645752,2508300
2014-11-05,83.779999,84.379997,83.33000200000001,84.300003,77.705803,2325900
2014-11-06,84.660004,85.099998,84.150002,84.75,78.120605,2126500
2014-11-07,84.870003,84.980003,83.68,84.379997,77.779526,2441300
2014-11-10,84.309998,85.279999,84.059998,85.120003,78.46167,1611400
2014-11-11,85.089996,85.32,84.639999,84.949997,78.304955,1267100
2014-11-12,84.769997,85.540001,84.629997,85.209999,78.544617,1516200
2014-11-13,85.43,85.889999,84.980003,85.410004,78.728981,1451600
2014-11-14,85.410004,85.529999,84.459999,84.75,78.120605,1853100
2014-11-17,84.699997,85.08000200000001,84.540001,84.839996,78.20356,1531800
2014-11-18,84.849998,85.120003,84.449997,84.75,78.120605,1807300
2014-11-19,84.790001,84.790001,84.059998,84.269997,77.678146,2362400
