02/01/2001,2077.08,2103.54,2074.88,2103.47,18650700
03/01/2001,2108.25,2123.9,2105.5,2123.9,17157700
04/01/2001,2125.49,2127.42,2113.18,2117.41,13425000
05/01/2001,2117.66,2125.38,2114.06,2125.3,13289000
08/01/2001,2128.6,2131.98,2092.1,2102.06,14787100
09/01/2001,2099.32,2111.1,2082.84,2101.14,11649400
10/01/2001,2102.08,2125.67,2102.07,2125.61,12917000
11/01/2001,2129.61,2131.37,2117.03,2119.14,14072200
12/01/2001,2116.85,2117.73,2100.27,2104.75,10660900
15/01/2001,2097.09,2097.09,2030.29,2032.44,15004600
16/01/2001,2018.3,2045.95,2007.71,2045.89,11584200
17/01/2001,2046.38,2048.7,2031.76,2034.58,7324129
18/01/2001,2033.69,2049.35,2033.58,2043.11,10341600
19/01/2001,2046.58,2067.88,2046.54,2065.61,11831300
05/02/2001,2069.86,2072.55,2005.68,2008.03,8974239
06/02/2001,1999.72,1999.72,1956.18,1995.31,9530579
07/02/2001,1995.6,1998.25,1978.6,1979.94,5882230
08/02/2001,1977.56,1986.9,1926.4,1930.14,8885739
09/02/2001,1935.19,1963.33,1935.19,1956.97,11237500
12/02/2001,1958.66,1961.81,1935.59,1961.22,7203070
13/02/2001,1962.53,1974,1958.99,1963.53,5403510
14/02/2001,1962.74,1966.84,1956.42,1963.2,4382150
15/02/2001,1963.45,1966.92,1944.56,1946.48,4506760
16/02/2001,1942.05,1942.12,1911.87,1941.96,6750210
19/02/2001,1942.58,1969.35,1935.65,1967.55,5846080
20/02/2001,1969.78,1980.39,1947.26,1953.22,6435930
21/02/2001,1948.42,1948.42,1901.2,1909.33,7617820
22/02/2001,1901.99,1922.46,1893.78,1907.26,5054730
23/02/2001,1906.91,1936.63,1906.55,1936.35,6209739
26/02/2001,1940.77,1954.78,1935.55,1954.69,7624350
27/02/2001,1956.27,1962.28,1946.98,1962.04,7398589
28/02/2001,1964.36,1965.02,1950.93,1959.18,6151769
01/03/2001,1959.01,1968.36,1953.72,1965.12,11667400
02/03/2001,1969.06,1987.39,1968.96,1985.11,15167700
05/03/2001,1991.28,1993.81,1979.65,1984.2,10735400
06/03/2001,1986.73,1990.06,1977.11,1990.06,20878600
07/03/2001,1991.28,1996.85,1986.04,1991.18,13893300
08/03/2001,1990.64,2002.25,1989.87,2000.9,11491400
09/03/2001,2003.2,2015.5,1999.48,2011.66,15685600
12/03/2001,2013.31,2015.6,2004.96,2012.55,12334300
13/03/2001,2012.16,2012.77,1992.17,1998.7,13878300
14/03/2001,1996.15,2018.62,1994.94,2018.62,10704100
15/03/2001,2019.72,2027.33,2017.59,2022.6,13759700
16/03/2001,2023.03,2024.28,2011.99,2020.24,12387000
19/03/2001,2019.85,2036.63,2017.49,2036.62,13956300
20/03/2001,2039.55,2045.94,2037.17,2045.79,12480800
21/03/2001,2047.63,2066.39,2046.43,2066.39,19648200
22/03/2001,2071.2,2087.53,2068.14,2087.53,23622300
23/03/2001,2091.18,2093.95,2052.55,2053.54,24304600
26/03/2001,2052.05,2089.99,2052.05,2089.88,21317900
27/03/2001,2096.5,2107.3,2090.9,2107.26,17985200
28/03/2001,2109.75,2112.88,2096.92,2106.87,15717600
29/03/2001,2107.22,2111.73,2096.93,2101.66,15537800
30/03/2001,2101.1,2112.83,2096.28,2112.77,24401000
02/04/2001,2117.45,2126.97,2114.78,2125.08,23739400
03/04/2001,2127.78,2129.83,2109.25,2123.05,20608600
04/04/2001,2123.89,2128.16,2084.93,2090.72,20813700
05/04/2001,2084.81,2112.62,2081.64,2112.6,23061000
06/04/2001,2116.38,2122.22,2103.26,2108.61,37416500
09/04/2001,2108.97,2117.41,2100.97,2117.37,25882400
10/04/2001,2119.54,2128.55,2119.36,2128.48,20762500
11/04/2001,2130.9,2134.51,2121.16,2131.4,15323700
12/04/2001,2132.81,2141.92,2124.81,2134.8,19399500
13/04/2001,2135.67,2145.44,2130.59,2145.4,18747200
